prompt_id,error_type,prompt_tokens,chosen_tokens,rejected_tokens,length_delta,normalized_length_delta,token_edit_distance,step_count_delta,final_answer_correct,numeric_delta,error_node_depth,num_nodes_changed,num_edges_changed,op,dag_depth
14_p5,dependency_redirect,110,134,134,0,0.0,10,0,False,-8.0,,,,10,2
7_p13,dependency_redirect,114,132,132,0,0.0,2,0,True,0.0,,,,10,2
5_p2,dependency_redirect,106,132,132,0,0.0,12,0,False,2.0,,,,10,2
2_p39,dependency_redirect,107,130,130,0,0.0,6,0,True,0.0,,,,10,2
2_p18,dependency_redirect,104,140,140,0,0.0,7,0,False,-3.0,,,,10,2
22_p38,dependency_redirect,107,136,142,6,0.04411764705882353,7,0,False,2.0,,,,10,2
12_p20,dependency_redirect,111,131,131,0,0.0,4,0,False,2.0,,,,10,2
11_p8,dependency_redirect,112,143,143,0,0.0,4,0,False,1.0,,,,10,2
8_p37,dependency_redirect,114,249,265,16,0.0642570281124498,17,0,True,0.0,,,,10,2
16_p6,dependency_redirect,114,132,132,0,0.0,6,0,False,1.0,,,,10,2
18_p21,dependency_redirect,99,127,127,0,0.0,10,0,False,6.0,,,,10,2
14_p38,dependency_redirect,114,132,132,0,0.0,4,0,False,3.0,,,,10,2
0_p40,dependency_redirect,115,132,132,0,0.0,5,0,False,-2.0,,,,10,2
15_p9,dependency_redirect,109,138,138,0,0.0,8,0,False,-3.0,,,,10,2
7_p10,dependency_redirect,115,132,132,0,0.0,5,0,False,-2.0,,,,10,2
21_p14,dependency_redirect,113,134,134,0,0.0,5,0,False,-1.0,,,,10,2
2_p43,dependency_redirect,105,134,134,0,0.0,5,0,False,-11.0,,,,10,2
1_p27,dependency_redirect,103,264,527,263,0.9962121212121212,263,10,True,0.0,,,,10,2
2_p37,dependency_redirect,114,134,134,0,0.0,5,0,False,-2.0,,,,10,2
19_p1,dependency_redirect,104,152,152,0,0.0,4,0,False,-24.0,,,,10,2
6_p5,dependency_redirect,109,138,138,0,0.0,8,0,False,-8.0,,,,10,2
0_p34,dependency_redirect,113,134,134,0,0.0,4,0,False,-4.0,,,,10,2
20_p21,dependency_redirect,105,128,128,0,0.0,4,0,False,-5.0,,,,10,2
6_p37,dependency_redirect,111,130,130,0,0.0,4,0,False,-7.0,,,,10,2
2_p12,dependency_redirect,104,130,130,0,0.0,8,0,False,4.0,,,,10,2
20_p6,dependency_redirect,114,134,134,0,0.0,6,0,False,-24.0,,,,10,2
13_p16,dependency_redirect,105,128,128,0,0.0,6,0,True,0.0,,,,10,2
4_p13,dependency_redirect,114,132,132,0,0.0,6,0,False,-1.0,,,,10,2
15_p26,dependency_redirect,105,134,140,6,0.04477611940298507,7,0,False,8.0,,,,10,2
20_p10,dependency_redirect,103,140,140,0,0.0,7,0,False,-48.0,,,,10,2
19_p27,dependency_redirect,111,131,131,0,0.0,4,0,False,-4.0,,,,10,2
20_p27,dependency_redirect,114,132,132,0,0.0,4,0,False,-9.0,,,,10,2
20_p45,dependency_redirect,105,140,140,0,0.0,5,0,False,-4.0,,,,10,2
8_p2,dependency_redirect,115,135,135,0,0.0,6,0,False,-4.0,,,,10,2
21_p33,dependency_redirect,114,132,132,0,0.0,4,0,False,2.0,,,,10,2
2_p36,dependency_redirect,114,132,132,0,0.0,8,0,False,2.0,,,,10,2
7,dependency_redirect,118,134,134,0,0.0,5,0,False,-1.0,,,,10,2
2_p22,dependency_redirect,104,129,129,0,0.0,8,0,False,3.0,,,,10,2
15_p26,dependency_redirect,102,129,129,0,0.0,12,0,False,-6.0,,,,10,2
2_p34,dependency_redirect,114,132,132,0,0.0,6,0,False,2.0,,,,10,2
3_p12,dependency_redirect,114,253,840,587,2.3201581027667983,588,23,False,-2.0,,,,10,2
13_p8,dependency_redirect,103,127,127,0,0.0,4,0,False,-15.0,,,,10,2
19_p2,dependency_redirect,106,132,136,4,0.030303030303030304,10,0,False,-2.0,,,,10,2
16_p11,dependency_redirect,113,134,134,0,0.0,5,0,False,-3.0,,,,10,2
13_p39,dependency_redirect,115,231,231,0,0.0,14,0,False,2.0,,,,10,2
6_p1,dependency_redirect,104,130,130,0,0.0,10,0,False,4.0,,,,10,2
0_p44,dependency_redirect,104,129,129,0,0.0,6,0,False,7.0,,,,10,2
10_p40,dependency_redirect,108,135,135,0,0.0,6,0,True,0.0,,,,10,2
17_p0,dependency_redirect,105,126,126,0,0.0,4,0,False,2.0,,,,10,2
0_p12,dependency_redirect,117,133,133,0,0.0,5,0,False,-4.0,,,,10,2
20_p10,dependency_redirect,108,135,141,6,0.044444444444444446,7,0,False,1.0,,,,10,2
14_p36,dependency_redirect,110,130,130,0,0.0,4,0,False,2.0,,,,10,2
2_p4,dependency_redirect,109,138,138,0,0.0,8,0,False,-3.0,,,,10,2
4_p37,dependency_redirect,107,132,132,0,0.0,10,0,False,-9.0,,,,10,2
8_p19,dependency_redirect,108,136,136,0,0.0,7,0,False,6.0,,,,10,2
20_p9,dependency_redirect,110,271,724,453,1.6715867158671587,454,18,False,-2.0,,,,10,2
12_p32,dependency_redirect,107,132,132,0,0.0,8,0,False,2.0,,,,10,2
22_p4,dependency_redirect,106,127,127,0,0.0,6,0,False,-2.0,,,,10,2
13_p43,dependency_redirect,118,151,151,0,0.0,4,0,False,-2.0,,,,10,2
17_p16,dependency_redirect,115,253,318,65,0.25691699604743085,65,2,True,0.0,,,,10,2
8_p1,dependency_redirect,107,142,142,0,0.0,5,0,False,-1.0,,,,10,2
1_p32,dependency_redirect,122,134,134,0,0.0,4,0,False,-2.0,,,,10,2
6_p13,dependency_redirect,105,131,131,0,0.0,6,0,True,0.0,,,,10,2
16_p42,dependency_redirect,106,126,126,0,0.0,8,0,True,0.0,,,,10,2
21_p29,dependency_redirect,114,132,132,0,0.0,4,0,False,-5.0,,,,10,2
18_p24,dependency_redirect,112,243,243,0,0.0,13,0,False,21.0,,,,10,2
13_p16,dependency_redirect,119,251,617,366,1.4581673306772909,367,8,False,1.0,,,,10,2
19_p45,dependency_redirect,112,247,360,113,0.4574898785425101,113,5,True,0.0,,,,10,2
21_p40,dependency_redirect,114,134,134,0,0.0,8,0,False,-3.0,,,,10,2
0_p20,dependency_redirect,107,131,131,0,0.0,8,0,False,-3.0,,,,10,2
4_p31,dependency_redirect,106,132,132,0,0.0,5,0,False,-2.0,,,,10,2
6_p20,dependency_redirect,115,235,235,0,0.0,14,0,False,4.0,,,,10,2
15_p26,dependency_redirect,110,237,276,39,0.16455696202531644,39,2,True,0.0,,,,10,2
12_p44,dependency_redirect,116,136,136,0,0.0,7,0,False,-3.0,,,,10,2
3_p1,dependency_redirect,119,265,494,229,0.8641509433962264,230,8,False,2.0,,,,10,2
0_p24,dependency_redirect,106,126,126,0,0.0,8,0,False,2.0,,,,10,2
5_p3,dependency_redirect,106,128,128,0,0.0,4,0,False,-4.0,,,,10,2
22_p33,dependency_redirect,108,131,131,0,0.0,10,0,False,-9.0,,,,10,2
20_p29,dependency_redirect,115,235,239,4,0.01702127659574468,18,0,False,-9.0,,,,10,2
3_p15,dependency_redirect,115,132,132,0,0.0,6,0,False,-3.0,,,,10,2
14_p26,dependency_redirect,115,132,132,0,0.0,4,0,False,-10.0,,,,10,2
0_p34,dependency_redirect,123,231,231,0,0.0,6,0,True,0.0,,,,10,2
5_p37,dependency_redirect,113,239,380,141,0.5899581589958159,141,6,True,0.0,,,,10,2
21_p9,dependency_redirect,117,144,144,0,0.0,8,0,False,-6.0,,,,10,2
10_p45,dependency_redirect,122,134,134,0,0.0,6,0,False,-3.0,,,,10,2
0_p16,dependency_redirect,122,277,291,14,0.05054151624548736,15,0,True,0.0,,,,10,2
8_p19,dependency_redirect,114,134,134,0,0.0,8,0,False,-12.0,,,,10,2
4_p8,dependency_redirect,112,130,130,0,0.0,6,0,False,1.0,,,,10,2
6_p47,dependency_redirect,122,147,147,0,0.0,4,0,False,-6.0,,,,10,2
6_p14,dependency_redirect,119,138,138,0,0.0,4,0,False,-7.0,,,,10,2
14_p31,dependency_redirect,119,277,284,7,0.02527075812274368,8,0,True,0.0,,,,10,2
19_p28,dependency_redirect,122,237,268,31,0.1308016877637131,31,1,True,0.0,,,,10,2
4_p8,dependency_redirect,122,241,271,30,0.12448132780082988,30,1,True,0.0,,,,10,2
19_p45,dependency_redirect,112,129,129,0,0.0,6,0,False,-1.0,,,,10,2
18_p45,dependency_redirect,126,136,136,0,0.0,6,0,False,-4.0,,,,10,2
5_p45,dependency_redirect,122,147,147,0,0.0,5,0,False,-1.0,,,,10,2
6_p1,dependency_redirect,115,132,132,0,0.0,5,0,False,-3.0,,,,10,2
16_p1,dependency_redirect,117,156,156,0,0.0,6,0,False,-18.0,,,,10,2
10_p16,dependency_redirect,129,275,340,65,0.23636363636363636,65,1,True,0.0,,,,10,2
0_p42,dependency_redirect,122,263,263,0,0.0,16,0,False,0.5,,,,10,2
2_p47,dependency_redirect,122,269,283,14,0.05204460966542751,15,0,True,0.0,,,,10,2
3_p44,dependency_redirect,115,132,132,0,0.0,4,0,False,-4.0,,,,10,2
11_p46,dependency_redirect,123,231,237,6,0.025974025974025976,28,0,False,-0.5,,,,10,2
15_p45,dependency_redirect,122,141,141,0,0.0,2,0,True,0.0,,,,10,2
11_p3,dependency_redirect,112,148,148,0,0.0,4,0,False,-5.0,,,,10,2
14_p17,dependency_redirect,124,144,144,0,0.0,8,0,False,-4.0,,,,10,2
5_p23,dependency_redirect,121,144,150,6,0.041666666666666664,7,0,False,4.0,,,,10,2
16_p23,dependency_redirect,126,135,135,0,0.0,10,0,False,-2.0,,,,10,2
7_p46,dependency_redirect,109,126,126,0,0.0,6,0,False,4.0,,,,10,2
1_p42,dependency_redirect,122,134,134,0,0.0,6,0,False,4.0,,,,10,2
7_p46,dependency_redirect,114,146,146,0,0.0,3,0,False,-45.0,,,,10,2
17_p4,dependency_redirect,115,132,132,0,0.0,6,0,False,-2.0,,,,10,2
0_p37,dependency_redirect,122,237,251,14,0.05907172995780591,15,0,True,0.0,,,,10,2
10_p35,dependency_redirect,115,148,148,0,0.0,9,0,False,-4.0,,,,10,2
10_p19,dependency_redirect,116,134,140,6,0.04477611940298507,7,0,False,16.0,,,,10,2
12_p10,dependency_redirect,112,129,129,0,0.0,6,0,False,-4.0,,,,10,2
9_p32,dependency_redirect,116,133,133,0,0.0,6,0,False,1.0,,,,10,2
20_p46,dependency_redirect,126,263,479,216,0.8212927756653993,218,7,False,1.0,,,,10,2
16_p41,dependency_redirect,115,132,132,0,0.0,4,0,False,-6.0,,,,10,2
21_p8,dependency_redirect,125,142,142,0,0.0,4,0,False,-4.0,,,,10,2
7_p38,dependency_redirect,128,146,146,0,0.0,6,0,False,-1.0,,,,10,2
1_p46,dependency_redirect,122,241,255,14,0.058091286307053944,15,0,True,0.0,,,,10,2
11_p7,dependency_redirect,126,233,388,155,0.6652360515021459,155,5,True,0.0,,,,10,2
16_p47,dependency_redirect,116,226,626,400,1.7699115044247788,400,10,True,0.0,,,,10,2
22_p35,dependency_redirect,120,263,277,14,0.053231939163498096,15,0,True,0.0,,,,10,2
6_p47,dependency_redirect,114,250,558,308,1.232,308,7,True,0.0,,,,10,2
15_p47,dependency_redirect,129,267,281,14,0.052434456928838954,15,0,True,0.0,,,,10,2
0_p36,dependency_redirect,123,159,165,6,0.03773584905660377,7,0,False,4.0,,,,10,2
21_p1,dependency_redirect,123,152,152,0,0.0,5,0,False,-4.0,,,,10,2
21_p0,dependency_redirect,114,133,133,0,0.0,12,0,False,-6.0,,,,10,2
20_p44,dependency_redirect,114,264,509,245,0.928030303030303,245,9,True,0.0,,,,10,2
17_p27,dependency_redirect,116,132,132,0,0.0,6,0,False,-1.0,,,,10,2
7_p42,dependency_redirect,122,261,275,14,0.05363984674329502,15,0,True,0.0,,,,10,2
22_p29,dependency_redirect,121,144,150,6,0.041666666666666664,7,0,False,16.0,,,,10,2
18_p26,dependency_redirect,120,143,143,0,0.0,8,0,False,1.0,,,,10,2
13_p14,dependency_redirect,117,140,140,0,0.0,10,0,False,-4.0,,,,10,2
14_p11,dependency_redirect,125,136,136,0,0.0,4,0,False,-9.0,,,,10,2
20_p11,dependency_redirect,116,132,132,0,0.0,4,0,False,-1.0,,,,10,2
14_p36,dependency_redirect,115,133,133,0,0.0,6,0,False,-2.0,,,,10,2
7_p36,dependency_redirect,124,265,280,15,0.05660377358490566,16,0,True,0.0,,,,10,2
20_p44,dependency_redirect,119,142,148,6,0.04225352112676056,7,0,False,3.0,,,,10,2
11_p43,dependency_redirect,122,253,484,231,0.9130434782608695,231,9,True,0.0,,,,10,2
16_p7,dependency_redirect,122,253,345,92,0.36363636363636365,93,3,False,2.0,,,,10,2
15_p47,dependency_redirect,115,134,134,0,0.0,4,0,False,-5.0,,,,10,2
19_p6,dependency_redirect,114,134,134,0,0.0,6,0,False,-4.0,,,,10,2
21_p34,dependency_redirect,124,255,486,231,0.9058823529411765,232,5,True,0.0,,,,10,2
19_p16,dependency_redirect,123,167,167,0,0.0,4,0,False,-8.0,,,,10,2
2_p8,dependency_redirect,121,143,143,0,0.0,8,0,False,24.0,,,,10,2
21_p40,dependency_redirect,122,247,467,220,0.8906882591093117,220,8,True,0.0,,,,10,2
2_p33,dependency_redirect,126,255,269,14,0.054901960784313725,15,0,True,0.0,,,,10,2
11_p41,dependency_redirect,116,262,809,547,2.0877862595419847,548,18,False,2.0,,,,10,2
11_p23,dependency_redirect,118,140,140,0,0.0,5,0,False,-2.0,,,,10,2
14_p36,dependency_redirect,122,141,141,0,0.0,8,0,False,-3.0,,,,10,2
8_p29,dependency_redirect,117,147,147,0,0.0,4,0,False,-8.0,,,,10,2
8_p19,dependency_redirect,114,134,134,0,0.0,8,0,False,2.0,,,,10,2
12_p29,dependency_redirect,123,137,143,6,0.043795620437956206,7,0,False,2.0,,,,10,2
19_p12,dependency_redirect,126,255,275,20,0.0784313725490196,20,1,True,0.0,,,,10,2
20_p18,dependency_redirect,122,269,376,107,0.39776951672862454,107,2,True,0.0,,,,10,2
13_p46,dependency_redirect,131,263,277,14,0.053231939163498096,15,0,True,0.0,,,,10,2
1_p40,dependency_redirect,116,131,131,0,0.0,6,0,False,3.0,,,,10,2
13_p4,dependency_redirect,122,144,144,0,0.0,1,0,True,0.0,,,,10,2
18_p46,dependency_redirect,120,151,151,0,0.0,9,0,False,-4.0,,,,10,2
5_p24,dependency_redirect,129,255,275,20,0.0784313725490196,20,1,True,0.0,,,,10,2
15_p33,dependency_redirect,128,254,286,32,0.12598425196850394,32,1,True,0.0,,,,10,2
12_p30,dependency_redirect,116,131,131,0,0.0,6,0,False,-4.0,,,,10,2
2_p36,dependency_redirect,119,152,152,0,0.0,7,0,False,24.0,,,,10,2
6_p38,dependency_redirect,132,259,342,83,0.3204633204633205,83,2,True,0.0,,,,10,2
8_p21,dependency_redirect,128,258,296,38,0.14728682170542637,38,1,True,0.0,,,,10,2
20_p21,dependency_redirect,122,141,141,0,0.0,6,0,False,1.0,,,,10,2
12_p42,dependency_redirect,134,275,290,15,0.05454545454545454,16,0,True,0.0,,,,10,2
16_p8,dependency_redirect,124,144,144,0,0.0,8,0,False,-1.0,,,,10,2
13_p47,dependency_redirect,129,255,269,14,0.054901960784313725,15,0,True,0.0,,,,10,2
3_p27,dependency_redirect,129,142,142,0,0.0,8,0,False,-1.0,,,,10,2
16_p11,dependency_redirect,118,136,136,0,0.0,5,0,False,2.0,,,,10,2
17_p40,dependency_redirect,124,144,144,0,0.0,10,0,False,4.0,,,,10,2
3_p6,dependency_redirect,129,253,267,14,0.05533596837944664,15,0,True,0.0,,,,10,2
20_p3,dependency_redirect,122,265,342,77,0.29056603773584905,78,2,True,0.0,,,,10,2
21_p4,dependency_redirect,129,265,279,14,0.052830188679245285,15,0,True,0.0,,,,10,2
12_p31,dependency_redirect,126,143,143,0,0.0,6,0,True,0.0,,,,10,2
2_p6,dependency_redirect,123,261,277,16,0.06130268199233716,17,0,True,0.0,,,,10,2
15_p5,dependency_redirect,129,253,273,20,0.07905138339920949,20,1,True,0.0,,,,10,2
18_p31,dependency_redirect,134,146,146,0,0.0,6,0,False,1.0,,,,10,2
20_p20,dependency_redirect,123,155,155,0,0.0,7,0,False,-18.0,,,,10,2
18_p2,dependency_redirect,128,145,145,0,0.0,6,0,True,0.0,,,,10,2
0_p39,dependency_redirect,128,146,146,0,0.0,8,0,False,1.0,,,,10,2
14_p23,dependency_redirect,126,255,269,14,0.054901960784313725,15,0,True,0.0,,,,10,2
14_p16,dependency_redirect,119,139,139,0,0.0,4,0,False,1.0,,,,10,2
22_p46,dependency_redirect,127,140,140,0,0.0,6,0,False,-1.0,,,,10,2
14_p13,dependency_redirect,129,257,253,-4,-0.01556420233463035,4,-1,True,0.0,,,,10,2
15_p17,dependency_redirect,130,257,477,220,0.8560311284046692,220,7,True,0.0,,,,10,2
20_p27,dependency_redirect,125,231,344,113,0.48917748917748916,114,2,False,4.0,,,,10,2
21_p17,dependency_redirect,135,148,148,0,0.0,6,0,False,-3.0,,,,10,2
6_p41,dependency_redirect,129,255,273,18,0.07058823529411765,19,0,True,0.0,,,,10,2
1_p41,dependency_redirect,128,271,305,34,0.12546125461254612,35,1,False,1.0,,,,10,2
19_p16,dependency_redirect,139,150,150,0,0.0,8,0,True,0.0,,,,10,2
14_p27,dependency_redirect,129,267,399,132,0.4943820224719101,132,4,True,0.0,,,,10,2
4_p39,dependency_redirect,127,251,462,211,0.8406374501992032,212,6,False,10.0,,,,10,2
8_p25,dependency_redirect,129,255,271,16,0.06274509803921569,17,0,True,0.0,,,,10,2
15_p2,dependency_redirect,131,261,275,14,0.05363984674329502,15,0,True,0.0,,,,10,2
21_p3,dependency_redirect,137,146,146,0,0.0,6,0,False,3.0,,,,10,2
0_p7,dependency_redirect,121,254,270,16,0.06299212598425197,17,0,True,0.0,,,,10,2
19_p30,dependency_redirect,133,235,267,32,0.13617021276595745,33,1,False,4.0,,,,10,2
19_p22,dependency_redirect,122,134,134,0,0.0,6,0,False,-3.0,,,,10,2
12_p26,dependency_redirect,139,249,249,0,0.0,14,0,False,-1.0,,,,10,2
13_p39,dependency_redirect,120,254,270,16,0.06299212598425197,17,0,True,0.0,,,,10,2
20_p1,dependency_redirect,121,144,144,0,0.0,4,0,False,-40.0,,,,10,2
7_p31,dependency_redirect,134,261,276,15,0.05747126436781609,16,0,True,0.0,,,,10,2
3_p45,dependency_redirect,126,142,142,0,0.0,8,0,False,-3.0,,,,10,2
18_p7,dependency_redirect,131,261,263,2,0.007662835249042145,13,0,False,-1.0,,,,10,2
10_p26,dependency_redirect,130,259,273,14,0.05405405405405406,15,0,True,0.0,,,,10,2
19_p45,dependency_redirect,127,253,466,213,0.841897233201581,213,9,True,0.0,,,,10,2
9_p23,dependency_redirect,129,273,287,14,0.05128205128205128,15,0,True,0.0,,,,10,2
21_p14,dependency_redirect,138,253,290,37,0.14624505928853754,37,1,True,0.0,,,,10,2
15_p31,dependency_redirect,117,247,262,15,0.06072874493927125,16,0,True,0.0,,,,10,2
5_p30,dependency_redirect,123,259,273,14,0.05405405405405406,15,0,True,0.0,,,,10,2
1_p17,dependency_redirect,124,128,128,0,0.0,6,0,False,1.0,,,,10,2
15_p15,dependency_redirect,126,155,155,0,0.0,9,0,False,-9.0,,,,10,2
6_p21,dependency_redirect,131,146,146,0,0.0,6,0,False,-3.0,,,,10,2
10_p44,dependency_redirect,123,260,301,41,0.1576923076923077,41,1,True,0.0,,,,10,2
6_p36,dependency_redirect,130,268,274,6,0.022388059701492536,16,0,True,0.0,,,,10,2
0_p39,dependency_redirect,128,231,316,85,0.36796536796536794,85,3,True,0.0,,,,10,2
16_p43,dependency_redirect,123,134,134,0,0.0,4,0,False,-6.0,,,,10,2
3_p38,dependency_redirect,133,144,144,0,0.0,6,0,False,2.0,,,,10,2
9_p27,dependency_redirect,130,146,146,0,0.0,8,0,False,-4.0,,,,10,2
12_p38,dependency_redirect,127,140,140,0,0.0,8,0,False,-1.0,,,,10,2
11_p8,dependency_redirect,128,140,140,0,0.0,4,0,False,-9.0,,,,10,2
13_p26,dependency_redirect,126,136,136,0,0.0,6,0,False,-2.0,,,,10,2
19_p36,dependency_redirect,124,128,128,0,0.0,1,0,True,0.0,,,,10,2
7_p6,dependency_redirect,126,154,154,0,0.0,4,0,False,-1.0,,,,10,2
10_p44,dependency_redirect,120,250,587,337,1.348,338,10,False,-0.667,,,,10,2
11_p22,dependency_redirect,141,255,271,16,0.06274509803921569,17,0,True,0.0,,,,10,2
0_p16,dependency_redirect,132,254,410,156,0.6141732283464567,156,3,True,0.0,,,,10,2
2_p6,dependency_redirect,131,143,143,0,0.0,8,0,False,-2.0,,,,10,2
20_p4,dependency_redirect,130,145,145,0,0.0,7,0,False,-12.0,,,,10,2
8_p40,dependency_redirect,135,175,175,0,0.0,4,0,False,-6.0,,,,10,2
6_p15,dependency_redirect,128,140,140,0,0.0,5,0,False,1.0,,,,10,2
0_p17,dependency_redirect,132,234,234,0,0.0,12,0,False,-3.0,,,,10,2
2_p23,dependency_redirect,131,129,129,0,0.0,4,0,False,1.0,,,,10,2
3_p43,dependency_redirect,138,155,155,0,0.0,7,0,False,6.0,,,,10,2
0_p13,dependency_redirect,134,258,258,0,0.0,13,0,False,6.0,,,,10,2
18_p9,dependency_redirect,133,148,148,0,0.0,5,0,False,-3.0,,,,10,2
3_p29,dependency_redirect,125,261,955,694,2.6590038314176243,694,24,False,0.75,,,,10,2
16_p27,dependency_redirect,134,143,143,0,0.0,4,0,False,-8.0,,,,10,2
17_p22,dependency_redirect,128,255,484,229,0.8980392156862745,229,9,True,0.0,,,,10,2
16_p23,dependency_redirect,132,141,141,0,0.0,3,0,False,-1.0,,,,10,2
15_p34,dependency_redirect,132,233,363,130,0.5579399141630901,130,5,True,0.0,,,,10,2
18_p7,dependency_redirect,134,143,143,0,0.0,6,0,False,1.0,,,,10,2
7_p40,dependency_redirect,128,230,230,0,0.0,12,0,False,-2.0,,,,10,2
0_p13,dependency_redirect,130,145,145,0,0.0,1,0,True,0.0,,,,10,2
5_p30,dependency_redirect,131,143,143,0,0.0,6,0,False,2.0,,,,10,2
4_p43,dependency_redirect,121,138,138,0,0.0,3,0,False,-12.0,,,,10,2
6_p28,dependency_redirect,131,144,144,0,0.0,5,0,False,-4.0,,,,10,2
16_p36,dependency_redirect,131,233,233,0,0.0,12,0,False,-2.0,,,,10,2
16_p27,dependency_redirect,133,148,148,0,0.0,5,0,False,-4.0,,,,10,2
18_p30,dependency_redirect,134,144,144,0,0.0,6,0,False,3.0,,,,10,2
3_p41,dependency_redirect,133,146,146,0,0.0,4,0,False,-7.0,,,,10,2
2_p4,dependency_redirect,132,261,669,408,1.5632183908045978,409,16,False,3.0,,,,10,2
4_p28,dependency_redirect,129,145,145,0,0.0,12,0,False,-2.0,,,,10,2
19_p31,dependency_redirect,142,149,149,0,0.0,6,0,False,2.0,,,,10,2
12_p41,dependency_redirect,125,262,982,720,2.7480916030534353,720,24,True,0.0,,,,10,2
1_p34,dependency_redirect,132,257,274,17,0.06614785992217899,18,0,True,0.0,,,,10,2
14_p0,dependency_redirect,136,276,299,23,0.08333333333333333,23,1,True,0.0,,,,10,2
21_p6,dependency_redirect,137,249,255,6,0.024096385542168676,18,0,False,-0.5,,,,10,2
14_p19,dependency_redirect,129,250,271,21,0.084,21,1,True,0.0,,,,10,2
2_p26,dependency_redirect,133,233,447,214,0.9184549356223176,215,6,False,3.0,,,,10,2
7_p34,dependency_redirect,130,250,267,17,0.068,18,0,True,0.0,,,,10,2
22_p42,dependency_redirect,129,252,946,694,2.753968253968254,695,26,False,1.0,,,,10,2
7_p43,dependency_redirect,144,251,543,292,1.1633466135458168,293,9,True,0.0,,,,10,2
21_p20,dependency_redirect,138,247,287,40,0.16194331983805668,40,2,True,0.0,,,,10,2
10_p5,dependency_redirect,130,250,267,17,0.068,18,0,True,0.0,,,,10,2
19_p18,dependency_redirect,138,253,269,16,0.06324110671936758,17,0,True,0.0,,,,10,2
15_p8,dependency_redirect,137,253,318,65,0.25691699604743085,65,1,True,0.0,,,,10,2
18_p42,dependency_redirect,144,266,280,14,0.05263157894736842,15,0,True,0.0,,,,10,2
17_p43,dependency_redirect,129,146,146,0,0.0,6,0,True,0.0,,,,10,2
6_p4,dependency_redirect,133,266,282,16,0.06015037593984962,17,0,True,0.0,,,,10,2
11_p20,dependency_redirect,130,157,157,0,0.0,4,0,False,-10.0,,,,10,2
7_p11,dependency_redirect,145,150,150,0,0.0,6,0,False,2.0,,,,10,2
7_p19,dependency_redirect,136,149,149,0,0.0,5,0,False,-1.0,,,,10,2
0_p9,dependency_redirect,140,149,149,0,0.0,6,0,False,-3.0,,,,10,2
1_p10,dependency_redirect,136,249,303,54,0.21686746987951808,54,1,True,0.0,,,,10,2
5_p43,dependency_redirect,146,150,150,0,0.0,2,0,True,0.0,,,,10,2
0_p41,dependency_redirect,138,149,149,0,0.0,4,0,False,-2.0,,,,10,2
1_p34,dependency_redirect,131,269,287,18,0.06691449814126393,19,0,True,0.0,,,,10,2
4_p10,dependency_redirect,131,257,702,445,1.7315175097276265,446,11,False,1.33,,,,10,2
18_p5,dependency_redirect,136,137,137,0,0.0,8,0,False,1.0,,,,10,2
17_p32,dependency_redirect,146,263,298,35,0.13307984790874525,35,1,True,0.0,,,,10,2
8_p44,dependency_redirect,129,248,254,6,0.024193548387096774,6,0,True,0.0,,,,10,2
1_p28,dependency_redirect,145,148,148,0,0.0,8,0,False,2.0,,,,10,2
12_p43,dependency_redirect,135,249,249,0,0.0,14,0,False,4.0,,,,10,2
17_p47,dependency_redirect,140,146,146,0,0.0,6,0,False,3.0,,,,10,2
19_p43,dependency_redirect,126,142,142,0,0.0,8,0,False,1.0,,,,10,2
16_p13,dependency_redirect,135,264,451,187,0.7083333333333334,187,6,True,0.0,,,,10,2
3_p40,dependency_redirect,132,260,307,47,0.18076923076923077,48,2,False,-1.0,,,,10,2
22_p22,dependency_redirect,140,249,266,17,0.06827309236947791,18,0,True,0.0,,,,10,2
9_p31,dependency_redirect,141,255,261,6,0.023529411764705882,18,0,False,-0.4289999999999998,,,,10,2
11_p6,dependency_redirect,139,148,148,0,0.0,6,0,False,16.0,,,,10,2
9_p20,dependency_redirect,145,250,577,327,1.308,327,14,True,0.0,,,,10,2
7_p2,dependency_redirect,139,307,424,117,0.3811074918566775,117,4,True,0.0,,,,10,2
2_p14,dependency_redirect,134,143,143,0,0.0,4,0,False,-3.0,,,,10,2
8_p34,dependency_redirect,136,265,529,264,0.9962264150943396,265,8,False,4.0,,,,10,2
12_p30,dependency_redirect,138,263,281,18,0.06844106463878327,19,0,True,0.0,,,,10,2
17_p9,dependency_redirect,147,143,143,0,0.0,3,0,False,-12.0,,,,10,2
8_p24,dependency_redirect,143,145,145,0,0.0,4,0,False,-6.0,,,,10,2
14_p14,dependency_redirect,144,267,403,136,0.5093632958801498,137,4,False,-3.0,,,,10,2
20_p41,dependency_redirect,137,239,245,6,0.02510460251046025,28,0,False,-0.5,,,,10,2
2_p42,dependency_redirect,139,149,149,0,0.0,4,0,False,-4.0,,,,10,2
5_p20,dependency_redirect,145,263,464,201,0.7642585551330798,201,6,True,0.0,,,,10,2
11_p38,dependency_redirect,139,264,371,107,0.4053030303030303,108,4,False,-2.0,,,,10,2
4_p24,dependency_redirect,140,175,175,0,0.0,4,0,False,-2.0,,,,10,2
15_p31,dependency_redirect,144,275,271,-4,-0.014545454545454545,4,-1,True,0.0,,,,10,2
4_p33,dependency_redirect,144,271,301,30,0.11070110701107011,30,1,True,0.0,,,,10,2
17_p42,dependency_redirect,153,151,151,0,0.0,6,0,False,-4.0,,,,10,2
10_p29,dependency_redirect,137,142,142,0,0.0,4,0,False,-9.0,,,,10,2
